確定病名,發病日,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2021/06/19,新北市,八里區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,新莊區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,三重區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,中和區,F,否,70+,2
嚴重特殊傳染性肺炎,2021/06/19,新北市,淡水區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,新店區,M,否,1,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,三重區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,三峽區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,土城區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,永和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,汐止區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,中和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,樹林區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,三重區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,中和區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,新店區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,土城區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,中和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,泰山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,三重區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/19,新北市,土城區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/06/19,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/19,新竹縣,竹東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/19,新竹縣,竹東鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,萬華區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,萬華區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,中正區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,文山區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,萬華區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,大安區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,大安區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,內湖區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,萬華區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,士林區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,文山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/20,台北市,北投區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/20,屏東縣,枋山鄉,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/06/20,桃園市,龍潭區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/20,桃園市,龍潭區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/20,桃園市,桃園區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/20,高雄市,燕巢區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/20,高雄市,仁武區,M,否,4,1
嚴重特殊傳染性肺炎,2021/06/20,高雄市,仁武區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/20,基隆市,仁愛區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/20,基隆市,仁愛區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,土城區,F,否,0,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,板橋區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021/06/20,新北市,中和區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,板橋區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,泰山區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,中和區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,永和區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,中和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,新店區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,土城區,M,否,2,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,中和區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,板橋區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,板橋區,M,否,3,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,永和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,板橋區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,新莊區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,中和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,永和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,板橋區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,板橋區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/20,新北市,中和區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,中正區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,萬華區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,大安區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,中山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,大安區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,士林區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,萬華區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,中正區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,內湖區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,萬華區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,萬華區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/06/21,台北市,萬華區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,大同區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,士林區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,中山區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,中正區,M,否,4,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,士林區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,中正區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,文山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,萬華區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,中正區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,士林區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,台南市,安南區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,宜蘭縣,羅東鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,空值,空值,M,是,50-54,1
嚴重特殊傳染性肺炎,2021/06/21,南投縣,竹山鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,南投縣,竹山鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,苗栗縣,竹南鎮,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/21,苗栗縣,竹南鎮,F,否,30-34,3
嚴重特殊傳染性肺炎,2021/06/21,苗栗縣,竹南鎮,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/21,桃園市,中壢區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/21,桃園市,中壢區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,高雄市,鳳山區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/21,基隆市,中正區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/21,基隆市,安樂區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,基隆市,信義區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/21,基隆市,仁愛區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/21,基隆市,仁愛區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/21,基隆市,中山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,土城區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,中和區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,永和區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,土城區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,板橋區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,蘆洲區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,土城區,F,否,20-24,2
嚴重特殊傳染性肺炎,2021/06/21,新北市,中和區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,三峽區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,永和區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,汐止區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,永和區,F,否,3,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,永和區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,土城區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,土城區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,中和區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,三重區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,中和區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,新莊區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,樹林區,F,否,5-9,2
嚴重特殊傳染性肺炎,2021/06/21,新北市,中和區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,汐止區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,三重區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,永和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,板橋區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,新店區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,三重區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,土城區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,中和區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,新店區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,樹林區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,蘆洲區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,土城區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,新莊區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,中和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,板橋區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,泰山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,三重區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,永和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,新店區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,中和區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,五股區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,中和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,永和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,板橋區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,三重區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,新北市,板橋區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,新竹縣,竹東鎮,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/21,新竹縣,竹東鎮,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/21,新竹縣,竹東鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/21,新竹縣,竹東鎮,F,否,70+,3
嚴重特殊傳染性肺炎,2021/06/21,新竹縣,竹東鎮,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/21,新竹縣,竹東鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/21,彰化縣,鹿港鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,文山區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,士林區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,文山區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,萬華區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,中正區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,文山區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,萬華區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,中山區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,萬華區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,萬華區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,萬華區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,文山區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,大安區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,中山區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,文山區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,中山區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,士林區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,萬華區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,士林區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,內湖區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,大安區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,士林區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,萬華區,M,否,60-64,2
嚴重特殊傳染性肺炎,2021/06/22,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/22,台北市,萬華區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/22,台南市,安南區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/22,空值,空值,F,是,65-69,1
嚴重特殊傳染性肺炎,2021/06/22,南投縣,埔里鎮,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/22,屏東縣,枋山鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,苗栗縣,竹南鎮,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/22,苗栗縣,竹南鎮,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,大溪區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,龜山區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,龍潭區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021/06/22,桃園市,八德區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,桃園區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,楊梅區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,楊梅區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,桃園區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,龜山區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,中壢區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,桃園區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,龜山區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,龍潭區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,龜山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/22,桃園市,平鎮區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,高雄市,鳳山區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/22,高雄市,三民區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021/06/22,高雄市,左營區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/22,基隆市,仁愛區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,F,否,1,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,永和區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,泰山區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新店區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,五股區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新莊區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,蘆洲區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,五股區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,淡水區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,三重區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新莊區,F,否,40-44,2
嚴重特殊傳染性肺炎,2021/06/22,新北市,中和區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,土城區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,中和區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新店區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新莊區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,八里區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,中和區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,中和區,M,否,0,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,M,否,0,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,五股區,M,否,1,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新店區,M,否,1,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,三重區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新莊區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,三重區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,五股區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,五股區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,五股區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,汐止區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,三重區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,五股區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新莊區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,三重區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,中和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新店區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,新莊區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,中和區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,蘆洲區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,三重區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/22,新北市,板橋區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021/06/22,新北市,中和區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/22,新竹縣,竹東鎮,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/22,新竹縣,湖口鄉,M,否,0,1
嚴重特殊傳染性肺炎,2021/06/22,新竹縣,竹東鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/22,新竹縣,竹東鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/22,新竹縣,竹東鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,松山區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,文山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,信義區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,信義區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/06/23,台北市,士林區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,松山區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,北投區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,大安區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,文山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,M,否,60-64,2
嚴重特殊傳染性肺炎,2021/06/23,台北市,萬華區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/06/23,台南市,安南區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/23,宜蘭縣,宜蘭市,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/23,南投縣,竹山鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/23,屏東縣,枋山鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/23,屏東縣,枋山鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/23,苗栗縣,竹南鎮,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/23,苗栗縣,竹南鎮,M,否,25-29,2
嚴重特殊傳染性肺炎,2021/06/23,苗栗縣,竹南鎮,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/23,桃園市,八德區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/23,桃園市,龍潭區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/23,桃園市,龍潭區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/06/23,桃園市,平鎮區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/23,桃園市,桃園區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/06/23,桃園市,龍潭區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/06/23,桃園市,八德區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/06/23,高雄市,鳳山區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/23,高雄市,仁武區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,五股區,F,否,0,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,三重區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,林口區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,板橋區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,三重區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,板橋區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,中和區,F,否,40-44,2
嚴重特殊傳染性肺炎,2021/06/23,新北市,板橋區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,淡水區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,五股區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,永和區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,板橋區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,板橋區,F,否,70+,2
嚴重特殊傳染性肺炎,2021/06/23,新北市,新店區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,樹林區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,三重區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,中和區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,新莊區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,中和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,板橋區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,泰山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,新店區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,中和區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,蘆洲區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,三重區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,新莊區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/06/23,新北市,永和區,M,否,70+,1
